ds,yhat,yhat_lower,yhat_upper
2011-11-26,5372802.367735191,577302.8639622428,10276809.296964237
2011-11-27,5394004.616171868,583539.369929684,10163637.66244443
2011-11-28,5288436.385413945,545072.3910137904,9951459.087829607
2011-11-29,5369846.791515219,627860.7069295798,10471893.963977559
2011-11-30,5441213.534150335,386861.0233136589,10494459.130078504
2011-12-01,5047332.192361512,460582.8041569668,9726117.1383282
2011-12-02,5295436.814898272,547593.713675352,9806346.32845777
2011-12-03,5283006.806587202,471846.84631324216,10240261.312488908
2011-12-04,5254430.66672316,484266.3405118043,9958629.23719379
2011-12-05,5103437.330813242,278864.56202334375,9428888.692249587
2011-12-06,5144463.587653668,672442.7165409086,9891770.825625457
2011-12-07,5180990.100958383,519193.4058833644,10083792.171179317
2011-12-08,4758252.627124228,514375.7404193678,9786529.556107624
2011-12-09,4983727.753199503,213170.29000262945,9269225.245475212
2011-12-10,4954983.221841708,272023.9166757825,9279719.676024541
2011-12-11,4916345.792118413,129498.13468149505,9627357.667663742
2011-12-12,4761340.680642299,145189.80062487454,9654075.27244436
2011-12-13,4804070.733114351,-508172.40765663394,9452167.478971317
2011-12-14,4847610.935834141,15857.093998719827,9575697.417237056
2011-12-15,4436606.832168264,-497748.8044307026,9160691.06745251
2011-12-16,4677910.619328597,-367667.7547837255,9461794.760460822
2011-12-17,4668409.325074874,35004.51193847276,9529350.58932125
2011-12-18,4651714.861588306,-412377.7658343402,9341422.795645904
2011-12-19,4520625.816694363,-273474.1944966859,9192456.9229749
2011-12-20,4588528.458891397,28227.905011142684,9243753.969101418
2011-12-21,4657811.919865855,-147147.15232442957,9012612.53764105
2011-12-22,4272485.520341153,-478141.92298523744,9238763.936115691
2011-12-23,4538831.479955092,-85803.86317408609,9468088.15792472
2011-12-24,4553246.955962493,-65214.347907300624,9286228.149610182
2011-12-25,4558944.8460263405,-97295.10105275354,9445143.997938586
2011-12-26,4448422.956040361,-231195.39269743414,9345444.89986852
2011-12-27,4534868.859800542,-137285.63232410167,9286204.957252713
2011-12-28,4620575.377412604,-349314.8339864076,9295713.70472991
2011-12-29,4249554.714300923,-819287.9180082052,9021393.76693363
2011-12-30,4528184.686656686,-565271.7798625011,9264496.988404548
2012-01-01,4567587.254165515,-67500.35349874797,9538173.573805124
2012-01-02,4464627.159086874,-202208.79124407945,9433270.193943288
2012-01-03,4557696.103667804,-74372.81619710066,9502937.194938585
2012-01-04,4649458.282262292,-190037.0791909593,9484288.878271524
2012-01-05,4284303.594753299,-398623.9246266287,8860971.921767725
2012-01-06,4568976.495517536,-217655.53488901677,9317735.64964636
2012-01-07,4600391.886837172,-231319.56421187866,9028748.70162124
2012-01-08,4622308.440248503,45646.45164665395,9188946.764183989
2012-01-09,4527769.927207716,-524260.333612813,8975196.737335537
2012-01-10,4630482.8668008335,-193349.5227068694,9289445.937532758
2012-01-12,4380343.091816202,11445.48621606533,9423130.83801891
2012-01-13,4678565.573064351,161323.83431847545,9444240.677107396
2012-01-14,4724632.792673984,93236.87537855597,9437656.798673205
2012-01-15,4762067.387658699,76691.86660016974,9827025.294026762
2012-01-16,4683603.936972956,197523.4622112673,9484482.37658986
2012-01-17,4802576.405528706,157233.92268894933,9758086.741794284
2012-01-18,4921320.296961881,103002.86856195051,9315072.538550608
2012-01-19,4583778.035572289,76290.9729013325,9639442.003362646
2012-01-20,4896141.320774609,206143.77243745295,9696990.328280525
2012-01-21,4954684.832752463,221391.8139371041,9788736.166592402
2012-01-22,5002461.075307863,512280.34842929203,9670041.10760643
2012-01-23,4931766.212797557,145713.91109812184,9742787.05508474
2012-01-24,5055544.380848554,499286.61139656353,9802223.802943965
2012-01-25,5175805.442704663,340699.2016349468,10113327.989154126
2012-01-26,4836244.168914017,-83107.98486733704,9517136.337981017
2012-01-27,5142894.095385392,368833.37077641534,10027945.667919168
2012-01-28,5191970.020610668,445218.2659248354,9965230.092987929
2012-01-29,5226568.594297807,531615.5448524309,9524712.581667697
2012-01-30,5139136.616027593,504725.01743573876,9937884.208329815
2012-01-31,5242874.38904826,406334.4448618305,10118610.297199545
2012-02-01,5340149.075247469,557023.7155698508,10560769.4378817
2012-02-02,4975106.113665618,300238.8237662696,9108075.791162187
2012-02-03,5254312.15092327,511164.8866468622,9920529.206438651
2012-02-04,5274583.7411274165,401988.2781613804,10303807.449648982
2012-02-05,5279671.659352995,615511.1385031333,10483124.302837687
2012-02-06,5162710.922615071,304181.3454037317,9585842.942329194
2012-02-08,5307415.6124183675,584540.6070606477,10515190.007819079
2012-02-09,4916959.245934467,197090.6517700363,9976759.475459795
2012-02-10,5173423.758954925,606350.8704970374,9539516.28621085
2012-02-11,5174180.699105525,359934.05540876446,9985147.483952938
2012-02-12,5163451.362387201,461265.2286051529,9770399.055189658
2012-02-13,5034741.405169789,341626.9074208679,9916714.01602861
2012-02-14,5102211.817924464,550222.1159389481,10229010.763163622
2012-02-15,5169062.236265521,171217.37080836314,9980551.883495752
2012-02-16,4780115.6226709625,12965.05378121822,8902147.64902809
2012-02-17,5042438.648960845,573799.2849497976,10019682.541292189
2012-02-18,5053152.801060926,462803.9618125073,9650918.792249648
2012-02-19,5056106.671454852,137631.5950853413,9603061.455943992
2012-02-20,4944319.991044713,65383.48447790203,9656607.466830378
2012-02-21,5031367.568608039,494941.8498370283,9517082.100469807
2012-02-22,5119778.7697707005,449521.44551056536,9934076.274012243
2012-02-23,4753641.123563622,-226252.46125744493,9432983.544983475
2012-02-24,5039241.852061597,246725.91524180837,9964696.08726158
2012-02-25,5072901.736222597,278094.86818989005,9569673.820242606
2012-02-26,5097671.118645779,364782.23761139915,9877557.858670129
2012-02-27,5005797.893757046,284757.5693871703,9754140.198343217
2012-02-28,5110134.936517054,629063.3463042098,9870419.305154065
2012-02-29,5212561.89030021,411831.6219442685,9817243.18846695
2012-03-01,4856609.218004638,193340.708750905,9759766.215725983
2012-03-02,5148117.676062786,392443.0808608771,9955917.85443438
2012-03-03,5183087.056513185,496036.5937542002,10184546.126117898
2012-03-04,5204383.515516938,185146.0061481263,9991689.239118638
2012-03-05,5104191.821861256,-18362.851049544828,9765230.030730389
2012-03-06,5195495.386728666,593327.3248028643,9670532.569040723
2012-03-08,4902912.974428169,380427.07792868547,9603393.935899107
2012-03-09,5169317.917674228,802990.6919818404,10446132.279186197
2012-03-10,5176284.644913436,584603.0835421081,10104096.110390948
2012-03-11,5167421.622235851,-127049.47153144832,9488506.303973667
2012-03-12,5035758.259862865,189176.77770807553,9696795.703326914
2012-03-13,5095132.354756933,377571.01195511786,9892766.642934576
2012-03-14,5148585.609723655,-92679.00206762055,9836046.509299045
2012-03-15,4740955.838141394,16642.40878705575,9707949.909616195
2012-03-16,4979499.892599194,179505.06084938592,9896141.855662068
2012-03-17,4961702.190359353,182360.24355358168,9600944.579262117
2012-03-18,4931939.301867316,428147.4119547859,10290922.635884915
2012-03-19,4783911.306449098,-542308.2272231606,9174537.949089108
2012-03-20,4832008.384750925,294947.1108141771,9474636.32300398
2012-03-21,4879688.723372528,23038.431973946783,9573275.552132225
2012-03-22,4472056.894004057,-264059.838812908,9307775.646478148
2012-03-23,4716477.192328127,-97239.31927195966,9529039.247658737
2012-03-24,4710377.136069228,-198122.62120402235,9491337.927991774
2012-03-25,4697911.783687049,76004.59790767613,9482711.975595888
2012-03-26,4572399.634960588,78564.94915106938,9354935.320508702
2012-03-27,4647698.499029035,-57950.66528969437,9357445.169459816
2012-03-28,4726597.181403896,75975.23604252565,9471841.537364857
2012-03-29,4353411.793774171,-429233.1891950864,9408076.485085689
2012-03-31,4666692.618152443,-123900.54177373242,9879526.449095111
2012-04-01,4692778.099152849,-154894.67152952446,9175184.802217007
2012-04-02,4605173.957504508,193089.3119001618,9071906.76620862
2012-04-03,4716728.635211841,44196.74072621895,9329077.824380562
2012-04-04,4829263.246547098,226678.5593254985,9722558.70903566
2012-04-05,4486196.331840907,-348870.65764634183,9723477.524833417
2012-04-06,4793205.469520169,-264208.4291488694,9708426.322423246
2012-04-07,4846079.553283617,-234783.56246496364,9364343.390832717
2012-04-09,4809177.066936281,67189.54854747612,9669091.60367833
2012-04-10,4923957.834477242,425316.49097670213,9773541.922884606
2012-04-11,5033564.572777201,355497.1082780332,9811393.013495265
2012-04-12,4681567.042410963,-381024.73493933876,9239250.21835319
2012-04-13,4973972.244774749,448650.6486076721,9646535.069052216
2012-04-15,5024125.191700967,-213611.8966391033,9791422.350117996
2012-04-16,4917855.040209087,226416.4119988739,9474911.738208756
2012-04-17,5001811.11148127,487788.585941186,9786721.552100224
2012-04-18,5078789.047609526,286220.29548270314,9995813.443618093
2012-04-19,4693425.727327344,104773.89028846654,9868705.842219112
2012-04-20,4952827.256520967,2088.7094012696925,10061184.159924088
2012-04-21,4954381.130715782,301265.9683944734,9730931.677515969
2012-04-22,4942422.907667555,290822.60361237277,9509584.990356486
2012-04-23,4810668.007722892,121601.93371242566,9325582.138079667
2012-04-24,4873577.069890121,82812.09812537838,9632226.539150458
2012-04-25,4934730.944327736,193436.8888833813,9827667.178511892
2012-04-26,4539404.536549495,235281.17113463493,9083250.28427953
2012-04-27,4795174.088709686,-177868.26389106872,9470237.7499363
2012-04-28,4799713.242791119,-86388.84625120868,9601593.935010504
2012-04-29,4797448.734812026,-39978.2838017065,9635939.058971342
2012-04-30,4681986.70666697,-46970.27671588935,9505983.237634074
2012-05-01,4767478.278881031,522543.6236627177,9479862.98719216
2012-05-02,4857000.51922408,583404.9371565196,9407905.641726563
2012-05-03,4495141.912911149,-330732.28929739783,9300063.6166403
2012-05-04,4788626.648167919,101576.3945179323,9427633.659313735
2012-05-05,4834132.6348977005,-52913.95052930882,9406610.310165964
2012-05-06,4874973.533954718,-1072.338520662799,9315110.511419421
2012-05-07,4803555.082692979,-47384.65660453663,9682678.746541869
2012-05-08,4932773.548678827,94553.39496703375,9587201.441365352
2012-05-09,5064431.546973779,358810.3910280072,9555437.92380708
2012-05-10,4741859.36380493,213328.09323639184,9372700.5646806
2012-05-11,5070575.100961925,621091.1413186404,9494497.411103934
2012-05-12,5146137.55067112,341504.9491281768,9998639.319937615
2012-05-13,5210861.090345023,628177.7107728672,10059534.418110264
2012-05-14,5156301.942599404,742559.9699818064,9972763.336486053
2012-05-15,5294682.766834272,445261.108260012,9924617.813190283
2012-05-17,5097311.80667858,620722.2935239059,10024395.701661253
2012-05-18,5410108.363468517,591993.2348181382,10203694.116727496
2012-05-19,5461469.847862688,391221.89724517387,10146691.286713691
2012-05-20,5494129.429621398,231743.23194353926,10570060.191474095
2012-05-21,5400281.68513419,803305.1087913356,10410169.25637996
2012-05-22,5492993.202380465,812336.8063117202,10064536.795623437
2012-05-23,5574620.230298031,1061356.5928658778,10579076.9609453
2012-05-24,5189421.365046142,334931.2094014952,9756056.352707816
2012-05-25,5444198.726025361,691145.3721969029,10318948.54650488
2012-05-26,5436121.956528986,631029.185423019,10248572.900171146
2012-05-27,5409405.039901255,947974.0122529251,9954457.950882202
2012-05-28,5257746.236448296,667600.7114238444,10001801.707701134
2012-05-29,5295699.300245712,456328.8901233816,9955204.717945263
2012-05-30,5327051.839093126,415310.0045315943,10156590.027464172
2012-05-31,4897399.873346426,260152.07336246845,9445267.11539147
2012-06-01,5114753.082456545,559685.3572130635,9632940.932021758
2012-06-02,5077326.054133537,369427.2285963492,10019437.68683631
2012-06-03,5030186.423926809,343547.0839884298,9880406.78979788
2012-06-04,4867670.995549529,164467.594993489,9730866.503398312
2012-06-05,4904738.678855589,160561.81786510473,9638669.909249926
2012-06-06,4945336.581437492,221682.62851565334,9369456.293526985
2012-06-07,4534968.695191041,-93069.16548746628,9273800.994705606
2012-06-08,4781301.823262427,94408.40743343154,9613164.419115368
2012-06-09,4781964.064097674,182154.44648722233,9310879.931031188
2012-06-10,4781206.560985916,107451.48647611469,9186608.564588647
2012-06-11,4672339.259188303,-5194.439719382941,9074110.37092109
2012-06-12,4769108.973691928,256709.02825143034,9416852.341871712
2012-06-13,4874095.477532224,-273397.4490825154,9318506.646037227
2012-06-14,4531314.219936183,-188985.50798068327,9161483.306503689
2012-06-15,4846859.435559702,266883.4977517195,9553953.090901343
2012-06-16,4916741.970957995,219032.44364041282,9769082.943728589
2012-06-17,4983591.49314468,370049.45394497126,9987818.996153146
2012-06-18,4939132.75083282,253654.07122849234,9730629.066395627
2012-06-19,5095603.121197788,487201.8827547988,10011535.713054605
2012-06-20,5254186.112610683,549174.1147711528,10006284.58397461
2012-06-21,4957648.452045003,301861.15748112765,9729508.459343325
2012-06-22,5311013.623537137,723079.0699064517,10233835.603841951
2012-06-23,5409425.398777906,472415.87167286745,9883501.814179095
2012-06-24,5494870.370484364,996611.909282023,10342978.450029021
2012-06-25,5458668.653204582,956639.7386800929,10600046.82305999
2012-06-26,5612899.6398586305,612441.1190990084,10097279.112105304
2012-06-27,5758837.310002292,1397049.245271819,10582934.217825701
2012-06-28,5439582.717986274,959407.9847478649,9976979.310128989
2012-06-29,5760726.699881041,858694.0176784002,10699200.888274346
2012-06-30,5818196.67991442,1289695.1321362804,10400279.449200636
2012-07-01,5854957.083644706,796436.7412493507,10333813.23047301
2012-07-02,5763473.1611917615,768331.9159000356,10114717.42522871
2012-07-03,5857105.871148526,1235163.7229927056,10924544.156827928
2012-07-04,5938513.185128564,842809.1615836355,10503632.896486485
2012-07-05,5552246.3822711175,592787.0692046059,10742776.975358741
2012-07-06,5805375.364178717,1002034.0278466496,10714844.711190807
2012-07-07,5795297.885423034,1081099.7203534096,10711363.677048713
2012-07-09,5612501.012005386,846383.649827309,10589628.863461424
2012-07-10,5648183.967673501,847693.4101276251,10566544.495969895
2012-07-11,5677200.426739821,1061437.6672338564,10503367.47999798
2012-07-12,5245026.257448198,661472.5911987468,10143876.22175373
2012-07-13,5459470.610884074,651488.0980673895,10289498.884636607
2012-07-14,5418470.9149266565,424235.93444563914,10235925.899980828
2012-07-15,5366747.921265184,993864.9101137462,10180595.71878165
2012-07-16,5198231.726189161,438751.2365397486,10214547.063138481
2012-07-17,5227427.310945167,520993.156114852,10090884.472480144
2012-07-18,5257795.612114653,451493.0246152261,10066111.243602809
2012-07-19,4834339.081718049,-251828.3986287321,9754723.195475006
2012-07-20,5064225.8899375675,203067.4548828927,9517829.60177092
2012-07-21,5044607.519688116,395602.71248580515,9702632.198466234
2012-07-22,5019299.862159674,-103697.37604696486,10304277.560217788
2012-07-23,4881237.9387725275,55019.54755109221,9634409.568645073
2012-07-24,4943871.937137193,197444.37907846595,9637190.023294048
2012-07-25,5009579.675615618,92575.86649433622,9810142.224569442
2012-07-26,4622283.54873626,-307492.47038495535,9500450.138413081
2012-07-27,4888105.213401155,255606.62095195323,9465995.778283184
2012-07-28,4903211.912180086,-33243.72300493861,9442400.165503168
2012-07-29,4910523.75385764,-61226.7410961702,9763817.426644709
2012-07-30,4802191.3736342685,-87716.94660468644,9228446.026887486
2012-07-31,4891011.062686933,28937.398399612786,9417534.390341796
2012-08-01,4978852.004843275,348710.89849345415,9872065.679730069
2012-08-02,4609283.329133005,-354967.646128317,9167442.16493504
2012-08-03,4888234.03629614,58338.10141401101,9634145.194340084
2012-08-04,4911839.639230625,443119.71960964566,10222014.88965637
2012-08-05,4923144.926701973,-140635.2465295411,9620004.907387922
2012-08-06,4814572.502657637,754912.6380868014,9535284.238027336
2012-08-07,4899324.553108048,562095.304285588,9675942.55858749
2012-08-08,4979792.9604337495,311416.6052499036,10098052.827037482
2012-08-09,4600166.060132817,-256919.69079120163,9169069.410643939
2012-08-10,4867065.769706872,430528.04389345384,9543543.478471965
2012-08-11,4877369.665746928,-22115.555784289507,9714415.603760472
2012-08-12,4874888.196302179,718437.6720619535,9851507.81374308
2012-08-13,4752807.476683176,-203886.67235104647,9521397.268506596
2012-08-14,4825065.910453502,226169.50493207117,9552363.97447095
2012-08-15,4894740.515796724,577343.7763098313,9688603.715418845
2012-08-16,4506631.960526873,-477777.37096715736,9251947.790498456
2012-08-17,4767882.671090721,113709.20949723983,9586200.10476295
2012-08-18,4775783.136285518,55650.75789598325,9410802.083024234
2012-08-19,4774437.031065754,-134093.061905639,9441176.159602707
2012-08-20,4657195.928439397,166818.9708680906,9208821.747275682
2012-08-21,4738032.034271512,56619.82739455656,9404537.210053513
2012-08-22,4819924.886863001,94152.24097757693,9670922.619561255
2012-08-23,4447450.954495518,-208685.75750395015,9659247.345156126
2012-08-24,4727410.297820801,75651.51552456443,9689239.946260868
2012-08-25,4756645.098381462,-126904.10169139059,9576273.068889003
2012-08-26,4778720.249119798,75029.14926646928,9216487.796254182
2012-08-27,4686376.249490186,-25773.82501690416,9408102.77392675
2012-08-28,4792922.235705449,36346.629382582,9436867.825395599
2012-08-29,4900644.424069095,509097.6073604267,9412770.147830933
2012-08-30,4553418.1965147145,-390559.24369765917,9340253.738639357
2012-08-31,4857357.283109611,223314.6891322494,9551582.527627338
2012-09-01,4908654.114470784,-7467.999608296608,9414152.679756923
2012-09-03,4874460.807341594,-399631.9281638003,9757724.478022385
2012-09-05,5111094.420868397,447225.6287000295,9969265.074222412
2012-09-06,4769179.661799771,-277553.9120804838,9334258.035000317
2012-09-07,5074357.454663499,296799.59768381563,9663710.958759163
2012-09-08,5122851.910428544,225012.9888605327,9728134.012168573
2012-09-09,5157785.569697059,344283.5452374778,9867613.853263116
2012-09-10,5071644.755985403,255308.80175374335,10102724.038796656
2012-09-11,5177678.8771294,320724.67862949404,9779772.45859605
2012-09-12,5278308.793652352,1147003.6058362478,10167975.173800051
2012-09-13,4917732.527829178,257073.12890643964,9232586.598245598
2012-09-14,5202562.004138875,489410.87427760975,9734435.491949204
2012-09-15,5229645.3432494365,820346.8402402018,10045769.768839082
2012-09-16,5242744.831026701,812283.0899803651,10163310.769587174
2012-09-17,5134980.93681782,768529.079013761,10084574.506916959
2012-09-18,5220210.543964663,740459.0326535979,10005532.76755568
2012-09-19,5301415.192378293,550835.1969310492,9955518.86169825
2012-09-20,4923288.257704853,319819.60678489716,9695968.972128855
2012-09-21,5192855.358142974,488883.19742099143,10071026.428944793
2012-09-22,5207283.0423024325,373182.87775803806,9973877.943841398
2012-09-23,5210546.325046118,391904.0267084945,9679472.120174682
2012-09-24,5095865.791360023,399015.0911619718,9732354.258282939
2012-09-25,5177082.666406174,464427.2179906551,9966009.756234149
2012-09-26,5257047.768693574,582236.5919465764,10245704.14968622
2012-09-27,4880213.266083252,455904.4905175199,9808852.52747441
2012-09-28,5153261.39875951,411319.0894857477,9862255.340598164
2012-09-29,5172924.977150826,537279.8960053679,10154255.135736786
2012-09-30,5182669.8651204705,507296.4157593645,10107157.172537237
2012-10-01,5075149.711246097,287609.85369714606,10293654.44673466
2012-10-02,5163600.782324241,322896.3068013271,9781269.85348592
2012-10-03,5250252.201619881,702419.656914097,9874694.39636458
2012-10-04,4878939.845438373,35388.40761090028,9741203.433777897
2012-10-05,5155757.364506934,361321.813878798,9691587.174271675
2012-10-06,5176898.430304977,478009.51106759947,9861450.435458537
2012-10-07,5185359.720244869,362817.1144287868,9711161.36850992
2012-10-09,5154022.233173678,901722.6716511853,9814238.749839373
2012-10-10,5229254.423454978,633877.1155278606,9977351.851941822
2012-10-11,4842915.425626037,107574.36899999117,9713962.449448401
2012-10-12,5101200.413851105,425034.58080288337,9663990.239233393
2012-10-13,5100538.934801472,298812.4868051845,9768408.710211027
2012-10-14,5084295.263327526,459170.4922344068,10043756.446050473
2012-10-15,4945234.917128222,193328.3453295212,9631988.69615663
2012-10-16,4996924.716965048,232507.45328138393,9724909.234305872
2012-10-17,5042141.422521356,465346.3222203735,9777592.52682211
2012-10-18,4625477.129869881,-344016.6817577283,9635071.88895514
2012-10-19,4853975.037827052,139072.17828422616,9387755.707616098
2012-10-20,4824950.029840788,-211502.13224301572,10018502.137806045
2012-10-21,4782664.128652671,331694.00098423817,9762548.764914526
2012-10-22,4620767.148456827,-86090.60048069863,9197157.03068617
2012-10-23,4653670.675656667,-54956.190935019156,9702200.115985535
2012-10-24,4684931.1666121,-148801.52544471383,9315881.069306472
2012-10-25,4259831.098079552,-434672.83951444505,8936516.48316959
2012-10-26,4485992.496833008,-4289.26678371733,9358830.960348304
2012-10-27,4461177.962524911,-746343.8030926874,8878074.502639437
2012-10-28,4429949.836906347,-638304.5840360322,9260219.81092907
2012-10-29,4286098.3506808495,-548643.459971612,9031716.173198521
2012-10-30,4344007.281199534,-390403.4599100916,9056111.134722877
2012-10-31,4407033.194783671,-243011.39943233685,9126748.278689833
2012-11-01,4020087.369354312,-858763.0900727436,8865979.124046488
2012-11-02,4290254.753159542,-352013.97708180465,8925272.59028892
2012-11-03,4314604.970925838,-406633.73396618274,8954371.76887722
2012-11-05,4249869.580025429,-581765.7422611422,9197141.083348898
2012-11-06,4366940.656308126,-484959.9667915747,8906137.126477031
2012-11-07,4490299.300727213,-249413.63067005586,9351572.559090925
2012-11-08,4163670.6120438883,-465042.97502136463,9095880.95597171
2012-11-09,4492931.995182369,-425399.7206049325,9249053.65459552
2012-11-10,4573953.47731487,-371687.6951062785,9246454.146694146
2012-11-11,4649300.490438724,10053.364213773688,9439843.73520362
2012-11-12,4610708.805257797,-282741.2480656846,9343622.383461894
2012-11-13,4770498.910536924,120583.13162348999,9671235.034533558
2012-11-14,4930004.615153561,202623.2431909741,9551528.467948731
2012-11-15,4632203.650882633,-409248.44960760366,9360451.877463939
2012-11-16,4982383.330339378,630886.1896897686,9645139.018531913
2012-11-17,5075995.022942097,511960.476142978,10216915.746961713
2012-11-18,5155366.709443045,174991.85325410383,9922331.29290144
2012-11-19,5112183.051077171,558955.1905204445,10130594.93222636
2012-11-20,5258900.147685228,430857.0263728981,10178979.511972208
2012-11-21,5397169.773995776,933991.5623677577,10346749.906996505
2012-11-22,5070461.0151276365,244806.02484407666,9468586.294839876
2012-11-23,5384712.625096294,593268.4032068449,10172630.932630368
2012-11-24,5436170.258781975,615703.2597948804,10146223.459496269
2012-11-25,5468078.332049939,679225.1897896142,9863095.983961977
2012-11-26,5373136.532208611,742442.9285454255,10019378.884052519
2012-11-28,5546120.387328002,540722.8821677649,10535680.600906475
2012-11-29,5161451.3664502585,633274.6690248157,9715671.867343474
2012-11-30,5417961.175382646,527744.4213797306,10217703.493301088
2012-12-01,5412998.605121073,347865.2207461248,10159184.87662908
2012-12-02,5390848.01168659,838563.9303485419,10263122.05776159
2012-12-03,5245162.347290446,526836.1685995598,10175097.569347711
2012-12-04,5290331.465393485,813903.4942109868,10242772.601319686
2012-12-05,5329861.723560487,616629.0987607513,10519800.355039716
2012-12-06,4908955.974151476,331006.31805401784,9584385.755789487
2012-12-07,5135128.337212438,311723.70231915836,9566144.092258321
2012-12-08,5106008.848541272,304318.13757718727,9647867.867801119
2012-12-09,5066008.526494851,565003.263197119,9822570.393410802
2012-12-10,4908755.493929157,635765.5393526054,9371512.516282024
2012-12-11,4948470.414377823,420872.9208193024,9599524.234053422
2012-12-12,4988356.971521544,238298.93223615966,10051019.934405798
2012-12-13,4573196.083130469,-124636.55127214566,9137222.26184393
2012-12-14,4809977.754027644,139108.54202191444,9388902.138415188
2012-12-15,4795725.095762386,-170390.0282054506,9397657.57703993
2012-12-16,4774180.433583121,-3723.858180207736,9665548.516797427
2012-12-17,4638263.475630828,-179704.7716242766,9159989.095133256
2012-12-18,4701469.123735157,-57638.81724365913,9232413.272808315
2012-12-19,4766279.977497538,180971.6247843662,9772836.52531125
2012-12-20,4376781.568170329,-532843.2999756387,9026360.991520856
2012-12-21,4639313.614326171,-496628.94630076486,9366714.933335746
2012-12-22,4650311.274704546,-143292.93486179673,9088517.386646327
2012-12-23,4653005.8427185435,-266390.953045258,9499937.058600431
2012-12-24,4539894.471286942,-377837.09028540296,9388895.497166205
2012-12-25,4624146.221711438,-134617.53472198776,9261279.757309774
2012-12-26,4708019.310766557,7999.410853411209,9335624.673255635
2012-12-27,4335477.52741158,-366858.96814550814,9118356.972376542
2012-12-28,4612839.159107939,47499.26561782506,9251592.305449093
2012-12-29,4636612.561541518,-12519.525941821745,9208288.70886441
2012-12-30,4650188.078853073,-134997.7164956175,9400725.48726274
2012-12-31,4546296.260678535,119335.47295802757,9699900.611796603
2013-01-01,4638400.110098262,-208334.62408494804,9202966.481386377
2013-01-02,4729096.745210895,316375.96424268663,9600105.46987914
2013-01-03,4362717.005742234,-361642.4762873062,8899938.16167834
2013-01-04,4645956.937965002,-137118.9303385331,9390771.404008087
2013-01-05,4675695.899179379,-30884.037080774564,9427991.345301377
2013-01-06,4695671.591063157,149785.62723379603,9222740.087574687
2013-01-07,4598922.545908212,-103728.99509911142,9358712.480525898
2013-01-08,4699166.334779087,-294272.2092684334,9494229.02907328
2013-01-09,4799189.355555429,71605.60381369649,9618819.529815443
2013-01-10,4443437.132794713,-485302.2765934568,9262629.288844181
2013-01-11,4738639.376031423,58724.80927483052,9578942.618402332
2013-01-12,4781624.754042469,-257749.96175959922,9251238.39441592
2013-01-13,4815995.806961623,39620.953737050775,9304555.6476366
2013-01-14,4734574.525694343,-190756.68867539047,9501067.532253917
2013-01-15,4850786.765985297,154363.73155883196,9524293.057117887
2013-01-16,4967061.149620339,-60597.750198453854,9986928.532550944
2013-01-17,4627431.082127924,-114023.6711870521,9325719.693289
2013-01-18,4938173.743619939,371979.7727151766,9978901.013733178
2013-01-19,4995640.545465405,321151.53790955833,9623635.30987838
2013-01-20,5042948.949799034,-167581.35250827516,9492598.956790473
2013-01-21,4972445.613273207,123121.71966712912,9706191.237454925
2013-01-22,5097108.429312099,292014.16048097954,9703091.131542567
2013-01-23,5218962.5222890265,568299.8345641705,9856277.241050696
2013-01-24,4881698.237217797,108390.17777839534,9305486.750943631
2013-01-26,5244011.033343392,626978.1520075628,10164454.118701095
2013-01-27,5282790.400804929,475897.205113201,9824324.069891125
2013-01-28,5200026.96383358,455596.8428115793,10229283.683690956
2013-01-29,5308822.583632772,679696.4183969375,9795968.170539837
2013-01-30,5411432.44777567,484666.48986358696,9687314.558575688
2013-01-31,5051879.516009656,227821.25836659715,9679699.622437462
2013-02-01,5336600.873329564,1028024.181002106,10215472.226536015
2013-02-02,5362280.146051245,780238.5154227683,10167435.401523883
2013-02-03,5372535.712603397,619861.7530263398,9614971.78627238
2013-02-04,5260374.683518612,503950.28692194476,9906876.144043708
2013-02-05,5339580.417545476,490535.9677479863,10277732.44857261
2013-02-06,5413108.994947031,366156.62459917244,9934594.097796908
2013-02-07,5025683.224297102,326069.29481109424,9921361.905902969
2013-02-09,5286632.989229565,344341.8560161714,9990439.697599486
2013-02-10,5276519.493549391,858574.1788273738,9793212.127604447
2013-02-11,5147577.972665294,17659.859471306434,9798740.337123238
2013-02-12,5213988.696521736,470051.6819142183,9785506.947986538
2013-02-13,5278995.0073388,625014.7544503119,9803085.280141903
2013-02-14,4887487.043584645,-12984.935967516172,9922233.959573539
2013-02-15,5146620.442814071,602421.202255062,10033923.583059806
2013-02-16,5153625.08591286,454987.4652323249,9975461.527288303
2013-02-17,5152474.410329873,269664.94968689024,9367812.502834827
2013-02-18,5036325.925895636,415640.0046486204,9406251.03166335
2013-02-19,5118901.200504099,99106.19952006904,9558703.808783459
2013-02-20,5202881.0612117555,516453.9931523636,9916640.746626796
2013-02-21,4832504.7235608045,83783.42118834774,9292694.21124931
2013-02-22,5114206.776899888,582864.1409807679,9582053.155752463
2013-02-23,5144446.574644295,567242.6212889928,9739016.414469875
2013-02-24,5166399.965541752,366494.3431985889,9823537.692815762
2013-02-25,5072423.347154755,536586.6077248548,10018817.634157185
2013-02-26,5175457.61388955,755050.5235179818,9952659.693688521
2013-02-27,5277447.034721149,737924.6696287132,10010646.15945366
2013-02-28,4921961.049239471,361955.67083895364,9423096.901932985
2013-03-01,5214852.226388033,356326.78411714284,9952090.298292132
