customer_id,last_order_date,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_total,segment
C830041396,2016-05-05,1,535249.77,1,4,4,9,Loyal Customers
C252108180,2016-05-05,1,503468.08,1,4,4,9,Loyal Customers
C680323493,2016-05-05,1,258623.1,1,4,4,9,Loyal Customers
C948469722,2016-05-05,1,541959.44,1,4,4,9,Loyal Customers
C408320033,2016-05-04,1,2021208.2,1,2,2,5,Needs Attention
C867588889,2016-05-04,1,1581215.9,1,2,2,5,Needs Attention
C256673514,2016-05-03,1,874636.4,1,3,3,7,Needs Attention
C765887677,2016-05-03,1,310958.04,1,4,4,9,Loyal Customers
C668515765,2016-05-02,1,3175144.14,1,1,1,3,Needs Attention
C907419049,2016-05-02,1,887801.2,1,3,3,7,Needs Attention
C171699416,2016-05-02,1,404653.6,1,4,4,9,Loyal Customers
C308783471,2016-05-02,1,724144.68,1,3,3,7,Needs Attention
C982514035,2016-05-01,1,2882022.4,1,1,1,3,Needs Attention
C789226758,2016-05-01,1,1323529.46,1,2,2,5,Needs Attention
C724837005,2016-05-01,1,645718.56,1,3,3,7,Needs Attention
C288199126,2016-05-01,1,1478173.2,1,2,2,5,Needs Attention
C363176095,2016-05-01,1,34733.4,1,5,5,11,Loyal Customers
C970116221,2016-05-01,1,1991949.84,1,2,2,5,Needs Attention
C768524396,2016-05-01,1,354646.12,1,4,4,9,Loyal Customers
C781040227,2016-04-30,1,917616.12,1,3,3,7,Needs Attention
C145093190,2016-04-30,1,563229.12,1,3,3,7,Needs Attention
C533714377,2016-04-30,1,1735648.72,1,2,2,5,Needs Attention
C889353406,2016-04-29,1,3497889.99,1,1,1,3,Needs Attention
C785487544,2016-04-29,1,906752.8,1,3,3,7,Needs Attention
C138953292,2016-04-29,1,1254512.76,1,2,2,5,Needs Attention
C947839295,2016-04-28,1,849107.7,1,3,3,7,Needs Attention
C810637223,2016-04-28,1,361491.79,1,4,4,9,Loyal Customers
C565358006,2016-04-28,1,554830.92,1,4,4,9,Loyal Customers
C199839866,2016-04-26,1,280524.4,1,4,4,9,Loyal Customers
C898366057,2016-04-26,1,436029.55,1,4,4,9,Loyal Customers
C540916430,2016-04-26,1,75078.51,1,5,5,11,Loyal Customers
C923515737,2016-04-25,1,1961571.52,1,2,2,5,Needs Attention
C994163405,2016-04-25,1,426082.72,1,4,4,9,Loyal Customers
C408043658,2016-04-25,1,2052706.48,1,2,2,5,Needs Attention
C283239400,2016-04-25,1,269848.15,1,4,4,9,Loyal Customers
C942407500,2016-04-24,1,3574984.4,1,1,1,3,Needs Attention
C967321145,2016-04-24,1,103449.24,1,5,5,11,Loyal Customers
C875971114,2016-04-24,1,1681391.8,1,2,2,5,Needs Attention
C765965354,2016-04-23,1,766714.5,1,3,3,7,Needs Attention
C657770192,2016-04-23,1,627032.56,1,3,3,7,Needs Attention
C157096612,2016-04-22,1,3051530.37,1,1,1,3,Needs Attention
C687249171,2016-04-21,1,295358.96,1,4,4,9,Loyal Customers
C329917562,2016-04-21,1,2244677.04,1,1,1,3,Needs Attention
C758132874,2016-04-20,1,4701736.2,1,1,1,3,Needs Attention
C280208289,2016-04-20,1,2224509.92,1,1,1,3,Needs Attention
C895452964,2016-04-20,1,675930.2,1,3,3,7,Needs Attention
C899664247,2016-04-20,1,6347228.46,1,1,1,3,Needs Attention
C523322856,2016-04-20,1,750672.4,1,3,3,7,Needs Attention
C275997006,2016-04-20,1,1629327.42,1,2,2,5,Needs Attention
C423786294,2016-04-19,1,314925.65,1,4,4,9,Loyal Customers
C733455264,2016-04-19,1,1926349.74,1,2,2,5,Needs Attention
C163944613,2016-04-19,1,303136.57,1,4,4,9,Loyal Customers
C432090842,2016-04-19,1,452091.36,1,4,4,9,Loyal Customers
C122657907,2016-04-18,1,923871.9,1,3,3,7,Needs Attention
C199563491,2016-04-18,1,629697.66,1,3,3,7,Needs Attention
C633918702,2016-04-18,1,88504.38,1,5,5,11,Loyal Customers
C816736781,2016-04-18,1,4117549.6,1,1,1,3,Needs Attention
C266117894,2016-04-18,1,1394705.18,1,2,2,5,Needs Attention
C436538159,2016-04-18,1,86128.4,1,5,5,11,Loyal Customers
C114589393,2016-04-17,1,918279.84,1,3,3,7,Needs Attention
C827442014,2016-04-17,1,801459.52,1,3,3,7,Needs Attention
C733927333,2016-04-17,1,1088003.36,1,3,3,7,Needs Attention
C877505338,2016-04-16,1,333234.72,1,4,4,9,Loyal Customers
C833817946,2016-04-16,1,2679077.94,1,1,1,3,Needs Attention
C409931933,2016-04-16,1,323798.8,1,4,4,9,Loyal Customers
C143832337,2016-04-16,1,1328468.4,1,2,2,5,Needs Attention
C571929633,2016-04-16,1,2338536.27,1,1,1,3,Needs Attention
C917099463,2016-04-16,1,1844306.2,1,2,2,5,Needs Attention
C368409192,2016-04-15,1,3932858.58,1,1,1,3,Needs Attention
C998216331,2016-04-15,1,2171877.5,1,2,2,5,Needs Attention
C821656167,2016-04-15,1,1320818.72,1,2,2,5,Needs Attention
C794813907,2016-04-14,1,401526.4,1,4,4,9,Loyal Customers
C861368310,2016-04-14,1,562220.67,1,3,3,7,Needs Attention
C825985467,2016-04-14,1,1610816.8,1,2,2,5,Needs Attention
C333380401,2016-04-14,1,724886.8,1,3,3,7,Needs Attention
C576494967,2016-04-14,1,60896.91,1,5,5,11,Loyal Customers
C709839808,2016-04-13,1,295518.6,1,4,4,9,Loyal Customers
C395841538,2016-04-13,1,66830.79,1,5,5,11,Loyal Customers
C986172568,2016-04-13,1,6170136.91,1,1,1,3,Needs Attention
C643285405,2016-04-13,1,847224.21,1,3,3,7,Needs Attention
C657729852,2016-04-13,1,53498.22,1,5,5,11,Loyal Customers
C198460996,2016-04-13,1,3442512.8,1,1,1,3,Needs Attention
C514505898,2016-04-13,1,1090163.76,1,3,3,7,Needs Attention
C824410903,2016-04-12,1,55081.38,1,5,5,11,Loyal Customers
C510530650,2016-04-12,1,508278.87,1,4,4,9,Loyal Customers
C182087934,2016-04-12,1,1189621.2,1,2,2,5,Needs Attention
C664341819,2016-04-12,1,193046.26,1,5,5,11,Loyal Customers
C406428754,2016-04-12,1,12668.15,1,5,5,11,Loyal Customers
C753763234,2016-04-11,1,852832.2,1,3,3,7,Needs Attention
C857747113,2016-04-11,1,577763.36,1,3,3,7,Needs Attention
C409065473,2016-04-10,1,106962.32,1,5,5,11,Loyal Customers
C513049352,2016-04-10,1,1041832.93,1,3,3,7,Needs Attention
C633406293,2016-04-10,1,5113952.13,1,1,1,3,Needs Attention
C845585334,2016-04-10,1,4132578.66,1,1,1,3,Needs Attention
C184724652,2016-04-09,1,1994117.68,1,2,2,5,Needs Attention
C238881242,2016-04-09,1,2328919.44,1,1,1,3,Needs Attention
C906235873,2016-04-08,1,457664.64,1,4,4,9,Loyal Customers
C311693561,2016-04-08,1,645407.68,1,3,3,7,Needs Attention
C860383832,2016-04-08,1,51781.5,1,5,5,11,Loyal Customers
C891673409,2016-04-08,1,394919.36,1,4,4,9,Loyal Customers
C330467307,2016-04-08,1,622287.75,1,3,3,7,Needs Attention
C989281356,2016-04-08,1,751262.16,1,3,3,7,Needs Attention
C143437945,2016-04-08,1,252908.5,1,4,4,9,Loyal Customers
C386788547,2016-04-07,1,1248256.98,1,2,2,5,Needs Attention
C416031491,2016-04-06,1,766996.02,1,3,3,7,Needs Attention
C730029761,2016-04-06,1,386484.8,1,4,4,9,Loyal Customers
C877583014,2016-04-06,1,245363.95,1,4,4,9,Loyal Customers
C488961827,2016-04-05,1,288098.25,1,4,4,9,Loyal Customers
C936068904,2016-04-04,1,22811.85,1,5,5,11,Loyal Customers
C875890433,2016-04-04,1,2798900.58,1,1,1,3,Needs Attention
C879983699,2016-04-04,1,3733624.49,1,1,1,3,Needs Attention
C142217433,2016-04-04,1,197107.3,1,5,5,11,Loyal Customers
C965193831,2016-04-04,1,488548.62,1,4,4,9,Loyal Customers
C273043572,2016-04-04,1,3592815.24,1,1,1,3,Needs Attention
C896592795,2016-04-04,1,382260.27,1,4,4,9,Loyal Customers
C420832860,2016-04-03,1,676492.0,1,3,3,7,Needs Attention
C932093656,2016-04-03,1,936838.86,1,3,3,7,Needs Attention
C726526582,2016-04-02,1,460615.2,1,4,4,9,Loyal Customers
C369076955,2016-04-02,1,4510931.67,1,1,1,3,Needs Attention
C859635388,2016-04-02,1,444660.32,1,4,4,9,Loyal Customers
C273397624,2016-04-02,1,268646.51,1,4,4,9,Loyal Customers
C242462098,2016-04-01,1,5716321.38,1,1,1,3,Needs Attention
C348610627,2016-04-01,1,99970.2,1,5,5,11,Loyal Customers
C562600266,2016-04-01,1,226621.2,1,4,4,9,Loyal Customers
C161581265,2016-03-31,1,1831846.38,1,2,2,5,Needs Attention
C562718284,2016-03-31,1,1494382.0,1,2,2,5,Needs Attention
C675006711,2016-03-31,1,395780.45,1,4,4,9,Loyal Customers
C699920356,2016-03-31,1,68816.66,1,5,5,11,Loyal Customers
C294926106,2016-03-30,1,37730.52,1,5,5,11,Loyal Customers
C259779298,2016-03-29,1,2163319.62,1,2,2,5,Needs Attention
C849992311,2016-03-29,1,304766.28,1,4,4,9,Loyal Customers
C511316430,2016-03-29,1,1334922.42,1,2,2,5,Needs Attention
C636002671,2016-03-29,1,505009.67,1,4,4,9,Loyal Customers
C968538653,2016-03-29,1,9003.45,1,5,5,11,Loyal Customers
C673432147,2016-03-29,1,261397.76,1,4,4,9,Loyal Customers
C182991731,2016-03-28,1,26548.92,1,5,5,11,Loyal Customers
C625769507,2016-03-28,1,5182329.18,1,1,1,3,Needs Attention
C228843772,2016-03-28,1,82215.96,1,5,5,11,Loyal Customers
C137375724,2016-03-28,1,284688.8,1,4,4,9,Loyal Customers
C542842042,2016-03-27,1,373811.1,1,4,4,9,Loyal Customers
C108486831,2016-03-27,1,1062740.91,1,3,3,7,Needs Attention
C305985391,2016-03-27,1,1718544.96,1,2,2,5,Needs Attention
C730225455,2016-03-26,1,718733.62,1,3,3,7,Needs Attention
C709641110,2016-03-25,1,352506.05,1,4,4,9,Loyal Customers
C241831672,2016-03-25,1,20721.93,1,5,5,11,Loyal Customers
C740812671,2016-03-25,1,272660.46,1,4,4,9,Loyal Customers
C464479911,2016-03-24,1,1806457.4,1,2,2,5,Needs Attention
C807485091,2016-03-24,1,1093957.99,1,3,3,7,Needs Attention
C279497182,2016-03-24,1,3620890.4,1,1,1,3,Needs Attention
C398043525,2016-03-24,1,2241103.12,1,1,1,3,Needs Attention
C483253657,2016-03-24,1,206454.95,1,4,4,9,Loyal Customers
C620337712,2016-03-24,1,62180.32,1,5,5,11,Loyal Customers
C435354983,2016-03-24,1,10528.02,1,5,5,11,Loyal Customers
C794969260,2016-03-24,1,3464810.0,1,1,1,3,Needs Attention
C290084397,2016-03-23,1,829641.54,1,3,3,7,Needs Attention
C215343463,2016-03-23,1,2455712.91,1,1,1,3,Needs Attention
C362896716,2016-03-23,1,3522957.6,1,1,1,3,Needs Attention
C319209325,2016-03-23,1,1091488.64,1,3,3,7,Needs Attention
C389975011,2016-03-23,1,171957.66,1,5,5,11,Loyal Customers
C978259408,2016-03-22,1,617306.69,1,3,3,7,Needs Attention
C475303161,2016-03-22,1,333645.4,1,4,4,9,Loyal Customers
C593731486,2016-03-22,1,588129.08,1,3,3,7,Needs Attention
C995104539,2016-03-21,1,493885.7,1,4,4,9,Loyal Customers
C650052726,2016-03-21,1,185149.9,1,5,5,11,Loyal Customers
C924456870,2016-03-21,1,953015.16,1,3,3,7,Needs Attention
C560749328,2016-03-21,1,769549.76,1,3,3,7,Needs Attention
C932761418,2016-03-21,1,34399.71,1,5,5,11,Loyal Customers
C275994002,2016-03-21,1,176268.64,1,5,5,11,Loyal Customers
C494430959,2016-03-20,1,501114.64,1,4,4,9,Loyal Customers
C814569127,2016-03-20,1,3358666.29,1,1,1,3,Needs Attention
C922528254,2016-03-20,1,1124356.2,1,2,2,5,Needs Attention
C147332513,2016-03-20,1,3418466.8,1,1,1,3,Needs Attention
C662804591,2016-03-20,1,3262386.4,1,1,1,3,Needs Attention
C812522494,2016-03-20,1,109941.65,1,5,5,11,Loyal Customers
C461094748,2016-03-20,1,1447510.9,1,2,2,5,Needs Attention
C268043506,2016-03-19,1,2268162.8,1,1,1,3,Needs Attention
C114350354,2016-03-19,1,1181023.96,1,2,2,5,Needs Attention
C924810922,2016-03-19,1,623859.18,1,3,3,7,Needs Attention
C534025084,2016-03-19,1,3823314.0,1,1,1,3,Needs Attention
C295003783,2016-03-19,1,65589.9,1,5,5,11,Loyal Customers
C804453980,2016-03-18,1,509681.92,1,4,4,9,Loyal Customers
C343020474,2016-03-18,1,681470.08,1,3,3,7,Needs Attention
C692401587,2016-03-17,1,278578.95,1,4,4,9,Loyal Customers
C127220237,2016-03-17,1,1569972.0,1,2,2,5,Needs Attention
C748604810,2016-03-17,1,363182.3,1,4,4,9,Loyal Customers
C752698075,2016-03-17,1,3909442.4,1,1,1,3,Needs Attention
C835861575,2016-03-17,1,5776232.7,1,1,1,3,Needs Attention
C497185695,2016-03-17,1,1090947.0,1,3,3,7,Needs Attention
C967041766,2016-03-16,1,1646217.1,1,2,2,5,Needs Attention
C528593289,2016-03-16,1,572082.84,1,3,3,7,Needs Attention
C792528235,2016-03-16,1,1145954.7,1,2,2,5,Needs Attention
C678193175,2016-03-16,1,61020.7,1,5,5,11,Loyal Customers
C331212747,2016-03-15,1,1346051.07,1,2,2,5,Needs Attention
C271034276,2016-03-15,1,320381.6,1,4,4,9,Loyal Customers
C115176475,2016-03-15,1,101210.85,1,5,5,11,Loyal Customers
C320861566,2016-03-15,1,423348.9,1,4,4,9,Loyal Customers
C418469512,2016-03-15,1,155778.35,1,5,5,11,Loyal Customers
C339635312,2016-03-15,1,3001200.57,1,1,1,3,Needs Attention
C980147683,2016-03-13,1,2672673.15,1,1,1,3,Needs Attention
C876163804,2016-03-13,1,792653.1,1,3,3,7,Needs Attention
C693345725,2016-03-13,1,249729.35,1,4,4,9,Loyal Customers
C579246699,2016-03-12,1,537248.25,1,4,4,9,Loyal Customers
C942954242,2016-03-12,1,2050829.0,1,2,2,5,Needs Attention
C575153434,2016-03-12,1,4169576.4,1,1,1,3,Needs Attention
C290280091,2016-03-12,1,1401447.3,1,2,2,5,Needs Attention
C171969783,2016-03-11,1,932704.8,1,3,3,7,Needs Attention
C795637023,2016-03-11,1,1411953.68,1,2,2,5,Needs Attention
C934767711,2016-03-11,1,3119032.77,1,1,1,3,Needs Attention
C984713017,2016-03-11,1,68286.27,1,5,5,11,Loyal Customers
C490061318,2016-03-11,1,5940252.03,1,1,1,3,Needs Attention
C772888028,2016-03-10,1,554307.88,1,4,4,9,Loyal Customers
C625452792,2016-03-10,1,1081110.8,1,3,3,7,Needs Attention
C280282962,2016-03-10,1,528782.52,1,4,4,9,Loyal Customers
C359471213,2016-03-09,1,667537.5,1,3,3,7,Needs Attention
C627617442,2016-03-09,1,1226109.84,1,2,2,5,Needs Attention
C105887448,2016-03-09,1,361061.12,1,4,4,9,Loyal Customers
C290988194,2016-03-09,1,1795349.6,1,2,2,5,Needs Attention
C357424581,2016-03-09,1,3817193.2,1,1,1,3,Needs Attention
C139105641,2016-03-09,1,509168.3,1,4,4,9,Loyal Customers
C671422851,2016-03-08,1,1189666.26,1,2,2,5,Needs Attention
C324324405,2016-03-08,1,932537.84,1,3,3,7,Needs Attention
C187122333,2016-03-08,1,274402.08,1,4,4,9,Loyal Customers
C879390609,2016-03-08,1,34101.6,1,5,5,11,Loyal Customers
C619784963,2016-03-07,1,571946.54,1,3,3,7,Needs Attention
C659143054,2016-03-07,1,1003760.96,1,3,3,7,Needs Attention
C727862107,2016-03-07,1,3977157.03,1,1,1,3,Needs Attention
C950274312,2016-03-07,1,4103846.07,1,1,1,3,Needs Attention
C937758481,2016-03-07,1,499439.6,1,4,4,9,Loyal Customers
C233092391,2016-03-07,1,496346.29,1,4,4,9,Loyal Customers
C559488475,2016-03-07,1,605147.68,1,3,3,7,Needs Attention
C804649674,2016-03-07,1,1125790.0,1,2,2,5,Needs Attention
C906704938,2016-03-06,1,244781.35,1,4,4,9,Loyal Customers
C258360087,2016-03-06,1,515484.76,1,4,4,9,Loyal Customers
C436966884,2016-03-06,1,4721995.82,1,1,1,3,Needs Attention
C842315185,2016-03-06,1,1776425.2,1,2,2,5,Needs Attention
C231281793,2016-03-06,1,185110.79,1,5,5,11,Loyal Customers
C894307124,2016-03-06,1,2738989.26,1,1,1,3,Needs Attention
C850737750,2016-03-06,1,163303.6,1,5,5,11,Loyal Customers
C212508046,2016-03-06,1,223394.6,1,4,4,9,Loyal Customers
C451765382,2016-03-05,1,512528.83,1,4,4,9,Loyal Customers
C879980695,2016-03-05,1,1199305.44,1,2,2,5,Needs Attention
C925596702,2016-03-05,1,381168.64,1,4,4,9,Loyal Customers
C830035388,2016-03-05,1,735020.26,1,3,3,7,Needs Attention
C175432622,2016-03-05,1,498326.28,1,4,4,9,Loyal Customers
C512179887,2016-03-04,1,1864658.0,1,2,2,5,Needs Attention
C909341657,2016-03-04,1,670376.3,1,3,3,7,Needs Attention
C391822946,2016-03-04,1,5191446.12,1,1,1,3,Needs Attention
C385683047,2016-03-03,1,438343.71,1,4,4,9,Loyal Customers
C402292144,2016-03-03,1,930522.4,1,3,3,7,Needs Attention
C144497096,2016-03-03,1,5852040.39,1,1,1,3,Needs Attention
C385801064,2016-03-02,1,282944.35,1,4,4,9,Loyal Customers
C506512057,2016-03-02,1,768019.84,1,3,3,7,Needs Attention
C383872449,2016-03-02,1,3503739.61,1,1,1,3,Needs Attention
C363052070,2016-03-02,1,37599.9,1,5,5,11,Loyal Customers
C591722190,2016-03-02,1,212498.0,1,4,4,9,Loyal Customers
C402528178,2016-03-02,1,1211161.6,1,2,2,5,Needs Attention
C340421092,2016-03-01,1,333146.45,1,4,4,9,Loyal Customers
C510723340,2016-03-01,1,499308.46,1,4,4,9,Loyal Customers
C261468875,2016-03-01,1,509168.3,1,4,4,9,Loyal Customers
C718809115,2016-02-29,1,91742.2,1,5,5,11,Loyal Customers
C342585742,2016-02-29,1,360098.05,1,4,4,9,Loyal Customers
C135090053,2016-02-28,1,1029117.1,1,3,3,7,Needs Attention
C852153956,2016-02-28,1,16064.16,1,5,5,11,Loyal Customers
C413587462,2016-02-28,1,1308526.08,1,2,2,5,Needs Attention
C981287515,2016-02-27,1,554933.46,1,4,4,9,Loyal Customers
C257847678,2016-02-27,1,722697.57,1,3,3,7,Needs Attention
C561258733,2016-02-27,1,369445.7,1,4,4,9,Loyal Customers
C247378480,2016-02-27,1,2435175.88,1,1,1,3,Needs Attention
C216324937,2016-02-27,1,866202.7,1,3,3,7,Needs Attention
C954091203,2016-02-27,1,861161.52,1,3,3,7,Needs Attention
C366042840,2016-02-27,1,1383137.7,1,2,2,5,Needs Attention
C819171798,2016-02-26,1,2551268.32,1,1,1,3,Needs Attention
C451489007,2016-02-25,1,1892176.65,1,2,2,5,Needs Attention
C505645596,2016-02-25,1,95057.34,1,5,5,11,Loyal Customers
C206563842,2016-02-24,1,3702780.06,1,1,1,3,Needs Attention
C192001378,2016-02-24,1,59049.57,1,5,5,11,Loyal Customers
C121353709,2016-02-24,1,48095.46,1,5,5,11,Loyal Customers
C229430854,2016-02-24,1,1072866.27,1,3,3,7,Needs Attention
C348095214,2016-02-23,1,5322102.28,1,1,1,3,Needs Attention
C383360040,2016-02-23,1,550813.8,1,4,4,9,Loyal Customers
C281540811,2016-02-23,1,1327776.4,1,2,2,5,Needs Attention
C771981227,2016-02-23,1,1080953.5,1,3,3,7,Needs Attention
C836607015,2016-02-23,1,1457715.72,1,2,2,5,Needs Attention
C425000798,2016-02-23,1,4033677.72,1,1,1,3,Needs Attention
C823973166,2016-02-23,1,537248.25,1,4,4,9,Loyal Customers
C204753243,2016-02-22,1,4172492.1,1,1,1,3,Needs Attention
C525127446,2016-02-21,1,875198.88,1,3,3,7,Needs Attention
C936733663,2016-02-21,1,3865356.18,1,1,1,3,Needs Attention
C980539071,2016-02-20,1,332153.36,1,4,4,9,Loyal Customers
C490098655,2016-02-20,1,1531048.28,1,2,2,5,Needs Attention
C953460776,2016-02-20,1,6072569.49,1,1,1,3,Needs Attention
C693619096,2016-02-20,1,948855.54,1,3,3,7,Needs Attention
C777136647,2016-02-19,1,573375.66,1,3,3,7,Needs Attention
C191016900,2016-02-19,1,1276400.0,1,2,2,5,Needs Attention
C606716382,2016-02-19,1,460976.75,1,4,4,9,Loyal Customers
C708535611,2016-02-19,1,23456.51,1,5,5,11,Loyal Customers
C648475158,2016-02-18,1,1453270.5,1,2,2,5,Needs Attention
C802286326,2016-02-18,1,659679.9,1,3,3,7,Needs Attention
C182830369,2016-02-18,1,1578533.04,1,2,2,5,Needs Attention
C916739404,2016-02-17,1,1614540.32,1,2,2,5,Needs Attention
C403431975,2016-02-17,1,2233358.34,1,1,1,3,Needs Attention
C827317988,2016-02-17,1,276310.4,1,4,4,9,Loyal Customers
C415947806,2016-02-16,1,3084008.8,1,1,1,3,Needs Attention
C611399734,2016-02-16,1,1435439.44,1,2,2,5,Needs Attention
C212427365,2016-02-16,1,7771.89,1,5,5,11,Loyal Customers
C307870662,2016-02-16,1,43151.25,1,5,5,11,Loyal Customers
C156224143,2016-02-16,1,84436.5,1,5,5,11,Loyal Customers
C391152179,2016-02-16,1,449683.65,1,4,4,9,Loyal Customers
C678072154,2016-02-15,1,259693.85,1,4,4,9,Loyal Customers
C773751485,2016-02-15,1,6090612.78,1,1,1,3,Needs Attention
C811062943,2016-02-15,1,170021.67,1,5,5,11,Loyal Customers
C177280557,2016-02-15,1,72284.31,1,5,5,11,Loyal Customers
C480809628,2016-02-14,1,484854.8,1,4,4,9,Loyal Customers
C117102086,2016-02-14,1,160517.72,1,5,5,11,Loyal Customers
C977625977,2016-02-14,1,11692.96,1,5,5,11,Loyal Customers
C374897134,2016-02-14,1,86283.84,1,5,5,11,Loyal Customers
C796972548,2016-02-13,1,113214.36,1,5,5,11,Loyal Customers
C472741115,2016-02-13,1,882247.68,1,3,3,7,Needs Attention
C676379573,2016-02-13,1,708830.06,1,3,3,7,Needs Attention
C998918426,2016-02-12,1,678294.05,1,3,3,7,Needs Attention
C360688722,2016-02-12,1,2038663.6,1,2,2,5,Needs Attention
C722349631,2016-02-12,1,3568863.6,1,1,1,3,Needs Attention
C884583365,2016-02-12,1,4382643.3,1,1,1,3,Needs Attention
C984237945,2016-02-12,1,1385389.5,1,2,2,5,Needs Attention
C419056594,2016-02-11,1,3066083.6,1,1,1,3,Needs Attention
C103129708,2016-02-11,1,67427.91,1,5,5,11,Loyal Customers
C972076165,2016-02-11,1,851728.32,1,3,3,7,Needs Attention
C695743405,2016-02-10,1,1222535.92,1,2,2,5,Needs Attention
C993014562,2016-02-10,1,1658449.59,1,2,2,5,Needs Attention
C307122218,2016-02-10,1,343576.32,1,4,4,9,Loyal Customers
C760487210,2016-02-09,1,320381.6,1,4,4,9,Loyal Customers
C567081916,2016-02-09,1,648605.16,1,3,3,7,Needs Attention
C874822270,2016-02-09,1,896642.4,1,3,3,7,Needs Attention
C400872933,2016-02-09,1,56577.12,1,5,5,11,Loyal Customers
C388475120,2016-02-08,1,1496673.2,1,2,2,5,Needs Attention
C731480300,2016-02-08,1,87543.37,1,5,5,11,Loyal Customers
C725222384,2016-02-08,1,5388111.54,1,1,1,3,Needs Attention
C164370334,2016-02-07,1,6309573.69,1,1,1,3,Needs Attention
C719554555,2016-02-06,1,264980.64,1,4,4,9,Loyal Customers
C673820531,2016-02-06,1,347523.8,1,4,4,9,Loyal Customers
C503518283,2016-02-05,1,465766.56,1,4,4,9,Loyal Customers
C954600608,2016-02-05,1,1630728.64,1,2,2,5,Needs Attention
C979396235,2016-02-05,1,610847.9,1,3,3,7,Needs Attention
C794531524,2016-02-05,1,916749.92,1,3,3,7,Needs Attention
C239701354,2016-02-04,1,279156.72,1,4,4,9,Loyal Customers
C933898246,2016-02-04,1,25272.72,1,5,5,11,Loyal Customers
C942320811,2016-02-04,1,23539.59,1,5,5,11,Loyal Customers
C724001872,2016-02-04,1,1093517.88,1,3,3,7,Needs Attention
C376903426,2016-02-04,1,1246263.06,1,2,2,5,Needs Attention
C892611539,2016-02-03,1,22811.85,1,5,5,11,Loyal Customers
C551652991,2016-02-03,1,806350.04,1,3,3,7,Needs Attention
C924019134,2016-02-02,1,315542.5,1,4,4,9,Loyal Customers
C477030074,2016-02-02,1,1773588.58,1,2,2,5,Needs Attention
C406500422,2016-02-02,1,209983.78,1,4,4,9,Loyal Customers
C437671983,2016-02-02,1,53376.93,1,5,5,11,Loyal Customers
C402525174,2016-02-01,1,3255398.79,1,1,1,3,Needs Attention
C550078427,2016-02-01,1,4059402.0,1,1,1,3,Needs Attention
C701724946,2016-02-01,1,2124792.0,1,2,2,5,Needs Attention
C801615560,2016-02-01,1,385193.49,1,4,4,9,Loyal Customers
C566687524,2016-02-01,1,203370.7,1,4,4,9,Loyal Customers
C620726096,2016-02-01,1,261022.45,1,4,4,9,Loyal Customers
C988762938,2016-01-31,1,2438946.09,1,1,1,3,Needs Attention
C240527474,2016-01-31,1,297986.0,1,4,4,9,Loyal Customers
C602306401,2016-01-31,1,43888.32,1,5,5,11,Loyal Customers
C907764089,2016-01-31,1,59907.93,1,5,5,11,Loyal Customers
C118123900,2016-01-30,1,354871.66,1,4,4,9,Loyal Customers
C167951190,2016-01-30,1,443372.8,1,4,4,9,Loyal Customers
C457035815,2016-01-30,1,901595.22,2,3,3,8,Needs Attention
C766586768,2016-01-30,1,3897638.0,2,1,1,4,Needs Attention
C876710546,2016-01-30,1,4669870.76,2,1,1,4,Needs Attention
C947712266,2016-01-29,1,651796.75,2,3,3,8,Needs Attention
C706644332,2016-01-29,1,157252.48,2,5,5,12,Champions
C989353024,2016-01-29,1,260484.0,2,4,4,10,Loyal Customers
C193454921,2016-01-28,1,4210072.65,2,1,1,4,Needs Attention
C415867125,2016-01-28,1,1341188.31,2,2,2,6,Needs Attention
C286851584,2016-01-28,1,703851.54,2,3,3,8,Needs Attention
C894027745,2016-01-27,1,1023789.64,2,3,3,8,Needs Attention
C563774430,2016-01-26,1,1456756.77,2,2,2,6,Needs Attention
C815193545,2016-01-26,1,1784315.4,2,2,2,6,Needs Attention
C744545876,2016-01-26,1,4360461.75,2,1,1,4,Needs Attention
C185504424,2016-01-26,1,2496656.72,2,1,1,4,Needs Attention
C532838904,2016-01-25,1,72102.24,2,5,5,12,Champions
C175389277,2016-01-25,1,67135.2,2,5,5,12,Champions
C520441091,2016-01-25,1,1838752.3,2,2,2,6,Needs Attention
C522487723,2016-01-25,1,3062681.41,2,1,1,4,Needs Attention
C418621861,2016-01-24,1,5448022.86,2,1,1,4,Needs Attention
C229663884,2016-01-23,1,122758.46,2,5,5,12,Champions
C662090480,2016-01-23,1,4103846.07,2,1,1,4,Needs Attention
C793034636,2016-01-23,1,3626701.29,2,1,1,4,Needs Attention
C281773841,2016-01-23,1,18622.68,2,5,5,12,Champions
C722268950,2016-01-23,1,1809064.32,2,2,2,6,Needs Attention
C443889558,2016-01-23,1,2465370.8,2,1,1,4,Needs Attention
C957551038,2016-01-22,1,88504.38,2,5,5,12,Champions
C271540677,2016-01-22,1,1650430.0,2,2,2,6,Needs Attention
C496117532,2016-01-22,1,9861.81,2,5,5,12,Champions
C708060538,2016-01-22,1,4093598.67,2,1,1,4,Needs Attention
C810115802,2016-01-21,1,5836.35,2,5,5,12,Champions
C799646604,2016-01-21,1,524600.4,2,4,4,10,Loyal Customers
C269612061,2016-01-21,1,466131.9,2,4,4,10,Loyal Customers
C876552188,2016-01-21,1,32165.28,2,5,5,12,Champions
C847545278,2016-01-21,1,1303520.9,2,2,2,6,Needs Attention
